url,taxonomy_ssu,go_terms,run,assembly,accession,taxonomy_lsu,analysis_summary,interpro_identifiers,downloads,sample,taxonomy,go_slim,experiment_type,pipeline_version,study,complete_time,instrument_platform,instrument_model
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175821?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172191?format=csv,,MGYA00175821,,"[{'value': '294948', 'key': 'Submitted nucleotide sequences'}, {'value': '293840', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '272917', 'key': 'Nucleotide sequences after length filtering'}, {'value': '272917', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '59161', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '209391', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '11626', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '61245', 'key': 'Predicted CDS'}, {'value': '11673', 'key': 'Predicted CDS with InterProScan match'}, {'value': '18994', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972763?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175822?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172224?format=csv,,MGYA00175822,,"[{'value': '63452', 'key': 'Submitted nucleotide sequences'}, {'value': '63302', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '60917', 'key': 'Nucleotide sequences after length filtering'}, {'value': '60917', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '3037', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '57917', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '1389', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '3243', 'key': 'Predicted CDS'}, {'value': '1441', 'key': 'Predicted CDS with InterProScan match'}, {'value': '2565', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972808?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175823?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172157?format=csv,,MGYA00175823,,"[{'value': '99713', 'key': 'Submitted nucleotide sequences'}, {'value': '99394', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '95082', 'key': 'Nucleotide sequences after length filtering'}, {'value': '95082', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '521', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '94585', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '50', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '544', 'key': 'Predicted CDS'}, {'value': '51', 'key': 'Predicted CDS with InterProScan match'}, {'value': '92', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972747?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175824?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172236?format=csv,,MGYA00175824,,"[{'value': '83241', 'key': 'Submitted nucleotide sequences'}, {'value': '83051', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '78812', 'key': 'Nucleotide sequences after length filtering'}, {'value': '78812', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '393', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '78423', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '108', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '409', 'key': 'Predicted CDS'}, {'value': '109', 'key': 'Predicted CDS with InterProScan match'}, {'value': '180', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972773?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175825?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172211?format=csv,,MGYA00175825,,"[{'value': '178729', 'key': 'Submitted nucleotide sequences'}, {'value': '177991', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '169620', 'key': 'Nucleotide sequences after length filtering'}, {'value': '169620', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '15652', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '152937', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '4443', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '16477', 'key': 'Predicted CDS'}, {'value': '4456', 'key': 'Predicted CDS with InterProScan match'}, {'value': '8354', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972788?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175826?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172237?format=csv,,MGYA00175826,,"[{'value': '68974', 'key': 'Submitted nucleotide sequences'}, {'value': '68809', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '66182', 'key': 'Nucleotide sequences after length filtering'}, {'value': '66182', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '278', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '65899', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '73', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '281', 'key': 'Predicted CDS'}, {'value': '73', 'key': 'Predicted CDS with InterProScan match'}, {'value': '164', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972774?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175827?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172231?format=csv,,MGYA00175827,,"[{'value': '77426', 'key': 'Submitted nucleotide sequences'}, {'value': '77278', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '73887', 'key': 'Nucleotide sequences after length filtering'}, {'value': '73887', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '470', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '73493', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '140', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '479', 'key': 'Predicted CDS'}, {'value': '141', 'key': 'Predicted CDS with InterProScan match'}, {'value': '288', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972768?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175828?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172238?format=csv,,MGYA00175828,,"[{'value': '75534', 'key': 'Submitted nucleotide sequences'}, {'value': '75427', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '72516', 'key': 'Nucleotide sequences after length filtering'}, {'value': '72516', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '533', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '71980', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '280', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '560', 'key': 'Predicted CDS'}, {'value': '285', 'key': 'Predicted CDS with InterProScan match'}, {'value': '548', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972776?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175829?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172208?format=csv,,MGYA00175829,,"[{'value': '357061', 'key': 'Submitted nucleotide sequences'}, {'value': '355767', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '69848', 'key': 'Nucleotide sequences after length filtering'}, {'value': '69848', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '15799', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '53834', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '7408', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '16105', 'key': 'Predicted CDS'}, {'value': '7410', 'key': 'Predicted CDS with InterProScan match'}, {'value': '11645', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972782?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175830?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172226?format=csv,,MGYA00175830,,"[{'value': '97995', 'key': 'Submitted nucleotide sequences'}, {'value': '97836', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '94354', 'key': 'Nucleotide sequences after length filtering'}, {'value': '94354', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '259', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '94112', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '23', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '268', 'key': 'Predicted CDS'}, {'value': '23', 'key': 'Predicted CDS with InterProScan match'}, {'value': '52', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972762?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175831?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172203?format=csv,,MGYA00175831,,"[{'value': '134841', 'key': 'Submitted nucleotide sequences'}, {'value': '133266', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '121503', 'key': 'Nucleotide sequences after length filtering'}, {'value': '121503', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '12111', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '109069', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '6315', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '12650', 'key': 'Predicted CDS'}, {'value': '6347', 'key': 'Predicted CDS with InterProScan match'}, {'value': '10929', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972777?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175832?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172174?format=csv,,MGYA00175832,,"[{'value': '262709', 'key': 'Submitted nucleotide sequences'}, {'value': '262024', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '248793', 'key': 'Nucleotide sequences after length filtering'}, {'value': '248793', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '31518', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '216320', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '15272', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '32617', 'key': 'Predicted CDS'}, {'value': '15340', 'key': 'Predicted CDS with InterProScan match'}, {'value': '25816', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972749?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175833?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172253?format=csv,,MGYA00175833,,"[{'value': '96978', 'key': 'Submitted nucleotide sequences'}, {'value': '96839', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '90449', 'key': 'Nucleotide sequences after length filtering'}, {'value': '90449', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '482', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '90043', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '3', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '482', 'key': 'Predicted CDS'}, {'value': '3', 'key': 'Predicted CDS with InterProScan match'}, {'value': '10', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972782?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175834?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172169?format=csv,,MGYA00175834,,"[{'value': '253794', 'key': 'Submitted nucleotide sequences'}, {'value': '253113', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '239728', 'key': 'Nucleotide sequences after length filtering'}, {'value': '239728', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '26669', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '211448', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '8175', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '27633', 'key': 'Predicted CDS'}, {'value': '8196', 'key': 'Predicted CDS with InterProScan match'}, {'value': '14904', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972744?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175835?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172188?format=csv,,MGYA00175835,,"[{'value': '333943', 'key': 'Submitted nucleotide sequences'}, {'value': '333287', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '315381', 'key': 'Nucleotide sequences after length filtering'}, {'value': '315381', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '131755', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '179942', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '60933', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '135970', 'key': 'Predicted CDS'}, {'value': '61246', 'key': 'Predicted CDS with InterProScan match'}, {'value': '104813', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972760?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175836?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172223?format=csv,,MGYA00175836,,"[{'value': '127281', 'key': 'Submitted nucleotide sequences'}, {'value': '127054', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '121791', 'key': 'Nucleotide sequences after length filtering'}, {'value': '121791', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '602', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '121226', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '138', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '623', 'key': 'Predicted CDS'}, {'value': '141', 'key': 'Predicted CDS with InterProScan match'}, {'value': '280', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972757?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175837?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172250?format=csv,,MGYA00175837,,"[{'value': '66361', 'key': 'Submitted nucleotide sequences'}, {'value': '66271', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '65288', 'key': 'Nucleotide sequences after length filtering'}, {'value': '65288', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '167', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '65130', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '51', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '174', 'key': 'Predicted CDS'}, {'value': '51', 'key': 'Predicted CDS with InterProScan match'}, {'value': '88', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972837?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175838?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172168?format=csv,,MGYA00175838,,"[{'value': '752969', 'key': 'Submitted nucleotide sequences'}, {'value': '751658', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '718770', 'key': 'Nucleotide sequences after length filtering'}, {'value': '718770', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '238599', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '473726', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '110650', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '245796', 'key': 'Predicted CDS'}, {'value': '111271', 'key': 'Predicted CDS with InterProScan match'}, {'value': '192808', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972743?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175839?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172151?format=csv,,MGYA00175839,,"[{'value': '187699', 'key': 'Submitted nucleotide sequences'}, {'value': '186266', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '165525', 'key': 'Nucleotide sequences after length filtering'}, {'value': '165525', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '35439', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '129238', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '4759', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '37380', 'key': 'Predicted CDS'}, {'value': '4769', 'key': 'Predicted CDS with InterProScan match'}, {'value': '7697', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972785?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175840?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172172?format=csv,,MGYA00175840,,"[{'value': '473649', 'key': 'Submitted nucleotide sequences'}, {'value': '472476', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '443097', 'key': 'Nucleotide sequences after length filtering'}, {'value': '443097', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '94454', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '342650', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '17998', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '97060', 'key': 'Predicted CDS'}, {'value': '18049', 'key': 'Predicted CDS with InterProScan match'}, {'value': '30804', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972747?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175841?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172183?format=csv,,MGYA00175841,,"[{'value': '891606', 'key': 'Submitted nucleotide sequences'}, {'value': '890324', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '853258', 'key': 'Nucleotide sequences after length filtering'}, {'value': '853258', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '371032', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '473195', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '178995', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '382536', 'key': 'Predicted CDS'}, {'value': '179845', 'key': 'Predicted CDS with InterProScan match'}, {'value': '312588', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972735?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175842?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172213?format=csv,,MGYA00175842,,"[{'value': '188595', 'key': 'Submitted nucleotide sequences'}, {'value': '187864', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '179106', 'key': 'Nucleotide sequences after length filtering'}, {'value': '179106', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '30227', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '147563', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '5427', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '31753', 'key': 'Predicted CDS'}, {'value': '5450', 'key': 'Predicted CDS with InterProScan match'}, {'value': '9704', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972790?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175843?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172248?format=csv,,MGYA00175843,,"[{'value': '92464', 'key': 'Submitted nucleotide sequences'}, {'value': '92260', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '88709', 'key': 'Nucleotide sequences after length filtering'}, {'value': '88709', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '95', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '88614', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '8', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '99', 'key': 'Predicted CDS'}, {'value': '8', 'key': 'Predicted CDS with InterProScan match'}, {'value': '21', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972786?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175844?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172246?format=csv,,MGYA00175844,,"[{'value': '69318', 'key': 'Submitted nucleotide sequences'}, {'value': '69166', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '66312', 'key': 'Nucleotide sequences after length filtering'}, {'value': '66312', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '151', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '66192', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '9', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '158', 'key': 'Predicted CDS'}, {'value': '9', 'key': 'Predicted CDS with InterProScan match'}, {'value': '20', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972785?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175845?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172206?format=csv,,MGYA00175845,,"[{'value': '919721', 'key': 'Submitted nucleotide sequences'}, {'value': '917589', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '859921', 'key': 'Nucleotide sequences after length filtering'}, {'value': '859921', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '150321', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '701847', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '58842', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '154546', 'key': 'Predicted CDS'}, {'value': '58960', 'key': 'Predicted CDS with InterProScan match'}, {'value': '107308', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972780?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175846?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172243?format=csv,,MGYA00175846,,"[{'value': '104944', 'key': 'Submitted nucleotide sequences'}, {'value': '104792', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '103226', 'key': 'Nucleotide sequences after length filtering'}, {'value': '103226', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '89', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '103153', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '2', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '90', 'key': 'Predicted CDS'}, {'value': '2', 'key': 'Predicted CDS with InterProScan match'}, {'value': '6', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972791?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
